name,salary_from,salary_to,salary_currency,area_name,published_at
Механик по эксплуатации автотранспортных средств (кадровый резерв),50000.0,,RUR,Нефтегорск (Самарская область),2022-12-26T14:48:15+0300
Главный инспектор Управления безопасности,,,,Москва,2022-12-26T13:59:47+0300
Руководитель проекта,160000.0,,RUR,Володарск,2022-12-26T13:48:35+0300
Токарь,79000.0,,RUR,Гуково,2022-12-26T15:45:44+0300
Механик,,,,Нытва,2022-12-26T14:18:23+0300
Старший специалист по развитию данных,,,,Санкт-Петербург,2022-12-26T12:43:13+0300
Программист-аналитик Qlik Sense,200000.0,,RUR,Москва,2022-12-26T16:18:41+0300
Станочник,91000.0,,RUR,Южноуральск,2022-12-26T12:10:08+0300
Математик-программист,60000.0,,RUR,Санкт-Петербург,2022-12-26T15:16:54+0300
Linux администратор (RHEL),,,,Москва,2022-12-26T16:17:42+0300
Fullstack Node.js Developer,2500.0,4500.0,USD,Москва,2022-12-26T15:03:41+0300
Инженер по ремонту ресторанного оборудования,70000.0,120000.0,RUR,Москва,2022-12-26T13:35:25+0300
Оператор фрезерного станка с ЧПУ,80000.0,100000.0,RUR,Санкт-Петербург,2022-12-26T16:39:49+0300
Product owner,150000.0,,RUR,Москва,2022-12-26T13:25:44+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Пермь,2022-12-26T12:42:20+0300
Программист 1С,,,,Иваново (Ивановская область),2022-12-26T14:26:46+0300
Инженер-программист,40000.0,,RUR,Северодвинск,2022-12-26T14:09:10+0300
Frontend разработчик (Vue.js),120000.0,,RUR,Москва,2022-12-26T14:35:48+0300
Специалист технической поддержки Дальний Восток,60000.0,60000.0,RUR,Владивосток,2022-12-26T13:37:54+0300
Инженер Группы обслуживания систем безопасности,68000.0,,RUR,Санкт-Петербург,2022-12-26T12:11:02+0300
Токарь-универсал,50000.0,100000.0,RUR,Новосибирск,2022-12-26T12:28:46+0300
Программист С++,200000.0,200000.0,RUR,Москва,2022-12-26T14:15:52+0300
Системный администратор,50000.0,,RUR,Москва,2022-12-26T17:20:09+0300
Sen/Mid UX / UI designer,,,,Минск,2022-12-26T17:54:56+0300
Ведущий мероприятий / Event-менеджер,,,,Калининград,2022-12-26T17:23:46+0300
Сервисный инженер,120000.0,,RUR,Москва,2022-12-26T15:27:42+0300
Frontend-разработчик в команду PaaS-продуктов,,,,Москва,2022-12-26T12:21:31+0300
Программист АСУ ТП,150000.0,150000.0,RUR,Санкт-Петербург,2022-12-26T13:25:13+0300
Руководитель проекта,60000.0,,RUR,Киров (Кировская область),2022-12-26T16:29:30+0300
Бизнес-аналитик,,,,Москва,2022-12-26T12:31:35+0300
Сервисный инженер,50000.0,,RUR,Екатеринбург,2022-12-26T12:57:48+0300
Ночной помощник системного администратора в Yandex Cloud,32400.0,81000.0,RUR,Нижний Новгород,2022-12-26T12:42:20+0300
Аналитик,3000000.0,5000000.0,UZS,Ташкент,2022-12-26T14:42:56+0300
Верстальщик-дизайнер,35000.0,40000.0,RUR,Владимир,2022-12-26T12:33:47+0300
Инженер по автоматизации,,,,Санкт-Петербург,2022-12-26T17:00:07+0300
Инженер по гарантии (резерв),45000.0,,RUR,Сочи,2022-12-26T17:27:14+0300
Senior / Lead Front-End Developer (React),,,,Астана,2022-12-26T15:46:24+0300
Руководитель IT-службы,,,,Москва,2022-12-26T15:23:11+0300
Оператор станков с ЧПУ (плазменная резка),50000.0,,RUR,Екатеринбург,2022-12-26T12:37:14+0300
Специалист на склад,50000.0,65000.0,RUR,Климовск (Московская область),2022-12-26T14:54:01+0300
Ведущий системный аналитик,,,,Москва,2022-12-26T12:53:45+0300
Специалист службы технической поддержки в Маркет,,,,Екатеринбург,2022-12-26T16:31:35+0300
Главный специалист по телекоммуникационным сервисам,,,,Москва,2022-12-26T13:37:25+0300
"Дизайнер в салон ""Кухни Парк"" (г. Рудный)",180000.0,240000.0,KZT,Рудный,2022-12-26T14:41:07+0300
Токарь,110000.0,,RUR,Омск,2022-12-26T12:41:59+0300
Инженер по подключениям,50000.0,80000.0,RUR,Йошкар-Ола,2022-12-26T12:48:54+0300
Инженер 1 категории Группы автоматизированных систем управления Цементного завода,97344.0,,RUR,Норильск,2022-12-26T12:15:44+0300
Программист 1C,160000.0,160000.0,RUR,Краснодар,2022-12-26T15:02:14+0300
Электрик,60000.0,80000.0,RUR,Фрязино,2022-12-26T13:26:58+0300
Разработчик NodeJS (стартап),100000.0,300000.0,RUR,Новосибирск,2022-12-26T13:04:04+0300
Менеджер проектов,,,,Москва,2022-12-26T14:42:15+0300
Специалист технической поддержки Рекламной сети Яндекса и Adfox в чатах и на почте (удаленно),35000.0,52000.0,RUR,Нижний Новгород,2022-12-26T16:48:02+0300
Оператор станков с ПУ (Инструментальный цех),70000.0,,RUR,Санкт-Петербург,2022-12-26T14:16:53+0300
DevOps инженер (Депозитарий),,,,Санкт-Петербург,2022-12-26T14:40:52+0300
Системный аналитик,,,,Москва,2022-12-26T16:34:56+0300
Монтажник систем связи,50000.0,,RUR,Иркутск,2022-12-26T14:20:26+0300
"Техник по ремонту, обслуживанию",,,,Москва,2022-12-26T13:57:53+0300
Фрезеровщик,110000.0,130000.0,RUR,Чебоксары,2022-12-26T12:57:55+0300
Data Analyst (middle),,,,Москва,2022-12-26T14:46:35+0300
Руководитель проектов по информационной безопасности(Кибербезопасность),,,,Москва,2022-12-26T17:40:20+0300
Программист-разработчик,,,,Москва,2022-12-26T15:36:39+0300
"Механик автоколонны (малый коммерческий транспорт, м. Алтуфьево)",,80000.0,RUR,Москва,2022-12-26T15:57:45+0300
Программист 1C,,,,Самара,2022-12-26T13:29:31+0300
Сервисный инженер станков c ЧПУ,110000.0,,RUR,Москва,2022-12-26T16:43:00+0300
Бизнес-аналитик,,,,Санкт-Петербург,2022-12-26T12:14:20+0300
"Преподаватель IT для детей (программирование, дизайн)",2000000.0,3000000.0,UZS,Самарканд,2022-12-26T15:11:58+0300
Сервисный инженер,47000.0,49000.0,RUR,Казань,2022-12-26T16:38:53+0300
Программист,45000.0,55000.0,RUR,Челябинск,2022-12-26T15:26:04+0300
Системный администратор,40000.0,,RUR,Челябинск,2022-12-26T13:34:34+0300
"Консультант 1С (КА, УТ, БП)",,,,Казань,2022-12-26T12:46:51+0300
Токарь (16К40),50000.0,,RUR,Рязань,2022-12-26T13:06:25+0300
QA Automation Engineer (Java),,,,Москва,2022-12-26T16:28:32+0300
Разработчик С/С++,,,,Москва,2022-12-26T14:16:20+0300
C# программист (ASP.NET Core),,,,Москва,2022-12-26T15:41:39+0300
Программист 1С,200000.0,,RUR,Москва,2022-12-26T13:22:11+0300
Главный системный администратор,,,,Москва,2022-12-26T14:16:10+0300
Event-менеджер,25000.0,35000.0,RUR,Ставрополь,2022-12-26T15:19:17+0300
Middle/Senior Front-end Developer (Vue.js),,,,Москва,2022-12-26T16:54:19+0300
Team Lead (С/С++),,,,Санкт-Петербург,2022-12-26T12:54:41+0300
Инженер АСУ и КИПиА,50000.0,60000.0,RUR,Челябинск,2022-12-26T13:34:34+0300
Графический дизайнер (Монтаж видео),,,,Москва,2022-12-26T15:04:13+0300
Инженер по ремонту оргтехники,40000.0,50000.0,RUR,Москва,2022-12-26T14:32:58+0300
Ресурс-менеджер / Руководитель отдела мобильной разработки,,,,Ижевск,2022-12-26T17:31:23+0300
Инженер по сопровождению 1С,50000.0,60000.0,RUR,Екатеринбург,2022-12-26T13:27:17+0300
Системный администратор,,,,Москва,2022-12-26T12:57:05+0300
Технический писатель,,,,Санкт-Петербург,2022-12-26T13:11:19+0300
Эксперт сопровождения карточных сервисов,,,,Москва,2022-12-26T13:57:43+0300
Руководитель проектного офиса (Бережливое производство),,,,Подольск (Московская область),2022-12-26T16:40:01+0300
Руководитель службы клиентской поддержки,,,,Москва,2022-12-26T14:02:18+0300
Корректор,600.0,600.0,BYR,Гомель,2022-12-26T13:30:20+0300
Golang developer (ТМЦ и ОС),,,,Москва,2022-12-26T16:23:07+0300
